,tweet_id,text,location,raw_prediction,WER,prediction
36318,ID_1176486495093514240,1. After #earthquake you have to go through restoration process. In restoration many hurdles come. Everyone has to leave its comfort zone to rescue those who have been damaged.. In the same way a country runs. It was being robbed for 40 years. In the restoration process,,,1.0, 
36323,ID_1176486624777179136,"RT @dawn_com: 2 dead, more than 100 injured as 5.8-magnitude #earthquake rocks northern #Pakistan",Pakistan,Pakistan,0.0,Pakistan
36325,ID_1176486667563216896,"Earthquake update 4 died, 100 injured in AJK in earthquake, more casualties expected. Civil administration in process of estimation of loss, Quick Reaction force of Pakistan Army instructed by COAS to initiate rescue operation. #earthquake #Lahore",AJK Lahore Pakistan,AJ ##K Pakistan Lahore,0.0,AJK Lahore Pakistan
36328,ID_1176486789869166592,RT @MughalAmiruddin: Kashmir #Eaethquke 4 deaths and 100 injured #Mirpur #Pakistan administered #Kashmir,Kashmir Mirpur Pakistan,Kashmir Mir ##pur Pakistan Kashmir,0.0,Kashmir Mirpur Pakistan
36334,ID_1176487290459348992,Breaking News conformation of 6 people die and more than 120 people are injured by earth quake in different cities of Pakistan Mostly effect Mirpure Azad by earth quake Pray for human lifes #earthquake,Azad Mirpure Pakistan,Pakistan Mir ##pur ##e A,0.3333333333333333,Mirpure Pakistan
36335,ID_1176487346633609216,"EARTH QUAKE REPORTED FROM ISLAMABAD, LAHORE, RAWALPINDI, PESHAWER, SIALKOT, GUJRAAT AND ADJOINING NORTHERN AREA OF PAKISTAN. #earthquake",GUJRAAT ISLAMABAD LAHORE PAKISTAN PESHAWER RAWALPINDI SIALKOT,IS ##LA ##MA ##BA ##D LA ##H ##OR ##E RA ##WA ##LP ##IN ##DI P ##ES ##HA ##W ##ER S ##IA ##L ##KO ##T G ##U ##J ##RA ##AT PA ##K ##IS ##TA ##N,0.0,GUJRAAT ISLAMABAD LAHORE PAKISTAN PESHAWER RAWALPINDI SIALKOT
36336,ID_1176487384604651520,RT @norbalm: #earthquake damage images courtesy @AnasMallick,,,1.0, 
36337,ID_1176487416884072448,"Chief of Army Staff General Qamar Javed Bajwa directed army troops to participate in rescue activities due to the #earthquake in #AzadJammuKashmir and other affected areas, according to DG Inter-Services Public Relations Maj General Asif Ghafoor.",AzadJammuKashmir,A ##zad ##J ##am ##mu ##K ##ash ##mir,0.0,AzadJammuKashmir
36340,ID_1176487527601061888,#COAS directs troops to launch rescue operation in quake-hit areas of AJK. #azadkashmir #earthquake @OfficialDGISPR,AJK azadkashmir,AJ ##K a ##zad ##kas ##hm ##ir,0.0,AJK azadkashmir
36342,ID_1176487666495492096,#earthquake In Azad Kashmir Pakistani people will again help out their brothers in this difficult time. Allah Almighty will save our brothers. Blood donors will Also visit hospital.,Azad Kashmir,A ##zad Kashmir,0.0,Azad Kashmir
36350,ID_1176488128913301504,"RT @AbdulM0eed: Update: Building Collapsed, Must university Campus in Chiterpari Mirpur. #earthquake",Chiterpari,Chi ##ter ##par ##i Mir ##pur,1.0,Chiterpari Mirpur
36353,ID_1176488166536228864,The cities infrastructure was damaged and vehicles parked on the roads fell into the pits created by the quake. The tremors hit at a shallow depth of 10 kilometres with the epicentre lying 1km southeast of New Mirpur in Azad Jammu and Kashmir.#earthquake,Azad Jammu New Mirpur,New Mir ##pur A ##zad Jammu Kashmir,0.25,Azad Jammu Kashmir New Mirpur
36354,ID_1176488278289088512,Almost 2 kilometers of the Jatlan Road in Kashmir sank after a 5.8-magnitude #earthquake jolted different parts of the country at 4:01pm on Tuesday,Kashmir,##lan Kashmir,1.0,Kashmir lan
36357,ID_1176488395469729792,"#BREAKING: A powerful 5.8-magnitude #earthquake has struck #Pakistan’s capital #Islamabad and other cities in the eastern #Punjab province. People gathered outside their office buildings, in panic, after the earthquake",Islamabad Pakistan Punjab,Pakistan Islam ##abad Punjab,0.0,Islamabad Pakistan Punjab
36360,ID_1176488709266563072,"#Earthquake, reports of damages from #Mirpur (AJK) building collapsed 50 people including (women and children) injured #Pakistan @ArfaBhutto786 @sariyarana @sakina7214",Mirpur Pakistan,Mir ##pur AJ ##K Pakistan,0.5,AJK Mirpur Pakistan
36361,ID_1176488766229188608,"Updates: Over fifty injured, around two dozen houses damaged in a few villages of Mirpur & other parts of #AJK. #StoryIsDeveloping",AJK Mirpur,Mir ##pur AJ ##K,0.0,AJK Mirpur
36364,ID_1176489001584386048,#Earthquake: Death toll rises to seven READ MORE:,,,1.0, 
36366,ID_1176489026536321024,As more information is coming in about earthquake north of Jhelum in #Pakistan I regret very much to hear reports from Media and State Disaster management authority on 4 deaths and 100 injured.,Jhelum Pakistan,J ##hel ##um Pakistan,0.0,Jhelum Pakistan
36367,ID_1176489033096212480,Disgusted with Bilawal Bhutto & Ahsan Iqbal for continuing with their pathetic speeches as news of injury & damage coming in from various parts of Pakistan from the #earthquake.,Pakistan,Pakistan,0.0,Pakistan
36369,ID_1176489167951413248,"Earthquake : Four Dead 76 Injured, Infrastructure Damaged via @incpak  #Earthquake #Update #Latest #Pakistan #Mirpur #AzadKashmir #AJK #Punjab #Islamabad #INCPAK",AJK AzadKashmir Islamabad Mirpur Pakistan Punjab,Pakistan Mir ##pur A ##zad ##K ##ash ##mir AJ ##K Punjab Islam ##abad,0.0,AJK AzadKashmir Islamabad Mirpur Pakistan Punjab
36374,ID_1176489970204364800,"5.8 magnitude earthquake shakes Pakistan, widespread damage reported in Azad Kashmir #Earthquake #Pakistan #EarthquakeInPakistan #Islamabad #Rawalpindi #Peshawar #Lahore",Azad Kashmir Islamabad Lahore Pakistan Peshawar Rawalpindi,Pakistan A ##zad Kashmir Pakistan Islam ##abad Raw ##al ##pin ##di P ##esh ##awa ##r Lahore,0.2857142857142857,Azad Islamabad Kashmir Lahore Pakistan Peshawar Rawalpindi
36377,ID_1176490373981573120,8 people died in result of #earthquake Allah maghfirat farmaye.,,,1.0, 
36379,ID_1176490693189079040,"Somebody please check if #IOK #Kashmir under siege is safe from #earthquake? No Communication with IOK for since last month! No Media, No Camera, No Ph/Internet, No Food, No Medicine, No Healthcare. Plz Help! #mirpur #jehlum #azadkashmir #earthquake",Kashmir azadkashmir jehlum mirpur,Kashmir mi ##rp ##ur j ##eh ##lum a ##zad ##kas ##hm ##ir,0.0,Kashmir azadkashmir jehlum mirpur
36381,ID_1176490729440448512,#earthquake #Pakistan Azad #Kashmir Jatlan near Bhimber after Earthquake of magnitude 6.1 Also a building collapsed in Mirpur 50 injured including women and children. A Minaar and walls of masjid Abu-al-qasim also collapsed in Mirpur Azad Kashmir 1 woman dead in Mirpur,Azad Azad Kashmir Bhimber Kashmir Mirpur Pakistan,Pakistan A ##zad Kashmir J ##at ##lan B ##him ##ber Mir ##pur Mir ##pur A ##zad Kashmir Mir ##pur,0.42857142857142855,Azad Bhimber Jatlan Kashmir Mirpur Pakistan
36382,ID_1176490747652182016,Chairman National Disaster Management Authority (#NDMA) has predicted aftershocks of the earthquake in the next 24 hours. Jatlan is the most affected area. Emergency has been imposed. #earthquake #Pakistan #Islamabad #Mirpur #Ajk #EarthquakeInPakistan #PakistanArmy #tremors,Ajk Islamabad Jatlan Mirpur Pakistan,J ##at ##lan Pakistan Islam ##abad Mir ##pur A ##jk,0.0,Ajk Islamabad Jatlan Mirpur Pakistan
36385,ID_1176490852144812032,lot of #damage in #mirpur but worse in a village near mirpur called #jatlan. [2/2] #earthquake #Pakistan #PakistanArmy #kashmir,Pakistan kashmir mirpur,mi ##rp ##ur mi ##rp ##ur j ##at Pakistan ka ##sh,0.6666666666666666,Pakistan jat kash mirpur
36386,ID_1176490859585388544,"#earthquake Panic and damage at Mirpur Hospital. Epicenter of 5.8 Magnitude earthquake was 1.8 km away from Mirpur, POJK",Mirpur POJK,Mir ##pur Mir ##pur P ##O ##J ##K,0.0,Mirpur POJK
36390,ID_1176491342228115456,"1 killed, over 50 injured in PoK after earthquake jolts north Pakistan #earthquake #earthquakeinPakistan #death #disaster",Pakistan,Pakistan,0.0,Pakistan
36395,ID_1176491683581779968,First phase will be rescue. There will be many people alive under the rubble. With the right equipment many lives can still be saved. #earthquake,,,1.0, 
36396,ID_1176491718587404288,RT @Nira_Sayaapa: Stay Safe people..!! Make sure to take Precautionary measures.. ὡEὡE #earthquake,,,1.0, 
36399,ID_1176491805996670976,RT @AbdulM0eed: Update: Road Collapsed near asifa bhutto park Mirpur AJK. Many injured. #earthquake,AJK Mirpur,##a b ##hu park Mir ##pur AJ ##K,1.0,AJK Mirpur bhu park
36402,ID_1176491974351872000,"Benazir Bhutto Shaheed Medical College & boys hostel in #Chitterpari, #Mirpur Azad Kashmir is also collapsed. #Pakistan after Magnitude 5.8 #Earthquake",Benazir Bhutto Shaheed Medical College Chitterpari Mirpur Pakistan,Ben ##azi ##r B ##hu ##tto Shah ##eed Medical College Chi ##tter ##par ##i Mir ##pur A ##zad Kashmir Pakistan,0.75,Azad Benazir Bhutto Chitterpari College Kashmir Medical Mirpur Pakistan Shaheed
36403,ID_1176492104471760896,"RT @ghulamabbasshah: #EarthquakeAlert Aftershocks expected in #earthquake-hit areas within 24 hours, Government of Pakistan issued Alert ht",Pakistan,Pakistan,0.0,Pakistan
36405,ID_1176492193298767872,RT @MurtazaViews: Damage to parts of Mangla dam in Mirpur #earthquake,Mangla dam Mirpur,Man ##g ##la dam Mir ##pur,0.6666666666666666,Mangla Mirpur dam
36408,ID_1176492377369915392,"#Earthquake at Jatlan area near the Canal , Kharee Shrif area District Mirpur today: May Allah keep them safe over 100 injured so far",Jatlan Kharee Shrif Mirpur,J ##at ##lan K ##hare ##e Shri Mir ##pur,0.5,Jatlan Kharee Mirpur Shri
36410,ID_1176492429853286400,"The death toll in #Mipur, Azad Kashmir has soared to 08 after a 5.8 magnitude #earthquake struck #AzadKashmir, #Punjab, & #KhyberPakhtunkhwa, the regions commissioner Chaudhary Taib confirmed. They include all children, women and men. #Kashmirearthquake #MIRPUR #AzadKashmi",MIRPUR Mipur,Mi ##pur A ##zad Kashmir A ##zad ##K ##ash ##mir Punjab ##hwa MI ##RP ##UR A ##zad ##K ##ash,2.5,Azad AzadKash AzadKashmir Kashmir MIRPUR Mipur Punjabhwa
36420,ID_1176493069002321920,"RT @fawad74333460: 11 reported dead , more than 300 injured !!",,,1.0, 
36421,ID_1176493218109825024,@UN @UNHumanRights @ifrc please intervene in Indian Occupied Kashmir people there are in desperate need for the medical supplies and equipment.,Kashmir,Kashmir,0.0,Kashmir
36425,ID_1176493765558702080,19 killed and 300 + injured in Mirpur AK #earthquake,Mirpur,Mir ##pur AK,1.0,AK Mirpur
36429,ID_1176494072447537152,RT @godfatheriv: Damage to mangla dam after the #Earthquake Hope the @pid_gov is on top of things and media must refrain from spreading unn,,,1.0, 
36431,ID_1176494137648013312,Prime Minister @ImranKhanPTI directs all the concerned departments to provide immediate assistance of all kinds to carry out relief activities in quake-hit areas. #APPNews #earthquake #Kashmir #AJK #Mirpur #Jatla,AJK Jatla Kashmir Mirpur,Kashmir AJ ##K Mir ##pur J ##at,0.25,AJK Jat Kashmir Mirpur
36432,ID_1176494145071976448,"After shocks are predicted, People are told to take precautionary steps #earthquake",,,1.0, 
36435,ID_1176494197580472320,"#earthquake in aazaad kashmir, caused much damage to roads, houses,mosque and people there.NDMA saying that there will may be #aftershocks during coming 24 hrs. Pray for the ppl there suffering frm miseries..May Allah save them frm more damage.Ameen",aazaad kashmir,ka ##sh ##mir,0.5,kashmir
36437,ID_1176494297228726272,RT @ProtectorPk: BREAKING: death toll now rises to 17 and injuries upto 150 by the EQ in AJK #earthquake,AJK,AJ ##K,0.0,AJK
36444,ID_1176494637097410560,"ان للہ و انا علیہ راجعون Hameed Ullah, student of student of Software Engineering Department 8th Semester at Mirpur University Of Science and Technology (MUST) Jumped from Hostel upper floor to rescue his life during earth quake has died. May his soul RIPὢDὢD #earthquake",Mirpur,Mir ##pur,0.0,Mirpur
36446,ID_1176494747462053888,@maririv36365570 3 hours age #earthquake in Kashmir some human damage and some death,Kashmir,Kashmir,0.0,Kashmir
36448,ID_1176494810678669312,Strong earthquake jolts Mirpur Azad Kashmir collapsing several buildings and road. Over 50 people are reportedly injured. May Allah help them. Pray for the victims. #Earthquake #Islambad #Lahore #Mirpur #AJK #Pakistan #earthquake,AJK Azad Kashmir Islambad Lahore Mirpur Pakistan,Mir ##pur A ##zad Kashmir Islam ##bad Lahore Mir ##pur AJ ##K Pakistan,0.2857142857142857,AJK Azad Islambad Kashmir Lahore Mirpur Pakistan
36449,ID_1176494891809087488,19 People Dead and More than 100 Are InJured So Far In AJK ὡ3 #earthquake,,AJ ##K,1.0,AJK
36454,ID_1176495140397035520,"At least five people were reportedly killed and more than 100 injured in a 5.8-magnitude earthquake that struck eastern #Pakistan and was felt in the capital, Islamabad, and several other cities. via @RFERL",Islamabad Pakistan,Pakistan Islam ##abad,0.0,Islamabad Pakistan
36455,ID_1176495167400026112,"ὓ8Reportedly, 7 people have lost their lives & over 100 have been injured mainly in MirPur, AJK. ὓ8 Mangla Dam had no disastrous impact as per the evaluation by irrigation dept. ὓ8 PM Imran Khan has conveyed his message of grief for the families of victims. #earthquake",AJK Mangla Dam,Mir ##P ##ur AJ ##K Man ##g ##la Dam,0.6666666666666666,AJK Dam Mangla MirPur
36467,ID_1176495596405952512,The flow of water from Mangla Dam has been stopped due to an #earthquake. This may lead to 4 hours of load shedding. 4 dead & more than 120 injured in #Pakistan. #azadkashmir,Mangla Dam Pakistan,Man ##g ##la Dam Pakistan a ##zad ##kas ##hm,1.0,Dam Mangla Pakistan azadkashm
36469,ID_1176495767181320192,"19 people have lost their lives and 300 people are injured. If rescue operation dont start timely in every corner of the effected areas, these numbers can, God Forbid, increase. Timely action matters! #earthquake #mirpur #jhelum",jhelum mirpur,mi ##rp ##ur j ##hel ##um,0.0,jhelum mirpur
36470,ID_1176495897615720448,Update: According to NDMA there are chances ot aftershocks in th3 next 24 hours. Keep safe everyone and take all precautionary measures to avoid any loss. #earthquake,,,1.0, 
36478,ID_1176496474672259072,RT @kamranb99509567: 20 dead and 300 injured in today earthquake in kashmir #kashmir #earthquake,kashmir,ka ##sh ##mir ka ##sh ##mir,0.0,kashmir
36479,ID_1176496499347341312,Earthquake damages in Jatlan AJK  WhatsApp Videos of earthquake damages in your area: ὏1WhatsApp: 0300-9115919 ὎2἟5἟0 #Pakistan #earthquake #Jatlan #Kashmir #AJK,AJK Jatlan Kashmir Pakistan,J ##at ##lan AJ ##K Pakistan J ##at ##lan Kashmir AJ ##K,0.0,AJK Jatlan Kashmir Pakistan
36481,ID_1176496560064159744,AJK #Earthquake - Update - 19 killed - 300+ injured - 200 houses damaged - #ManglaDam & Power is safe #EarthquakeInPakistan,AJK,AJ ##K,0.0,AJK
36484,ID_1176496691903696896,Attention: There is blood emergency in #Mirpur due to #earthquake. Kindly rush to #DHQ to donate blood. #SpreadTheWord #donateblood #savelife #BeAHero #BDP #BREAKING,Mirpur,Mir ##pur,0.0,Mirpur
36485,ID_1176496703459008512,"19 died, 300 injured in Azad Jammu Kashmir!!! Pak Army and civilian institutions carry out rescue operation. Teams from Jehlum sent to AJK, says CM Punjab. May Allah keep everyone safe! #earthquake",AJK Azad Jammu Kashmir Punjab,A ##zad Jammu Kashmir Je ##hl ##um AJ ##K Punjab,0.2,AJK Azad Jammu Jehlum Kashmir Punjab
36489,ID_1176496814805192704,"RT @CGTNOfficial: At least eight dead, 100 injured after strong earthquake hits #Pakistan latest:",Pakistan,Pakistan,0.0,Pakistan
36491,ID_1176496970791305216,"#earthquake #AJK #Mirpur #Kashmir Over 25 Death, 370 injured & some 220 houses/shops/mosques are either partially or completely damaged",AJK Kashmir Mirpur,AJ ##K Mir ##pur Kashmir,0.0,AJK Kashmir Mirpur
36492,ID_1176497009680945152,"Massive #earthquake strikes Pakistan Kashmir, leaving several people injured and several other buildings collapsed. God bless them and be with them all.ὢDὢD",Kashmir Pakistan,Pakistan Kashmir,0.0,Kashmir Pakistan
36496,ID_1176497143777046528,"DIG Mirpur confirms 19 people Dead and 300 Injured, Yaa ALLAH khair #earthquake",Mirpur,Mir ##pur,0.0,Mirpur
36500,ID_1176497428989698048,#earthquake rattles #Pakistan,Pakistan,Pakistan,0.0,Pakistan
36501,ID_1176497443350994944,RT @Ahmed_FCA: So far 300 injured and 19 died #earthquake,,,1.0, 
36503,ID_1176497457129238528,Death Toll Rises to 19 and Injured Ones to 300 #Earthquake. #AJK #earthquake,AJK,AJ ##K,0.0,AJK
36504,ID_1176497577304436736,"Four killed, dozens injured in high intensity #Earthquake jolted #AJK, adjoining areas #APPNews @ndmapk #Kashmir #AJK #Mirpur #Jatla  via APP",AJK Jatla Kashmir Mirpur,AJ ##K Kashmir AJ ##K Mir ##pur J ##at ##la,0.0,AJK Jatla Kashmir Mirpur
36505,ID_1176497657759621120,RT @Abbasi_HooN: As Per Reports ; 19 People Dead and 300+ are InJured So Far In Intense EarthQuake In AJK. ( Mirpur-Bhimber Etc ) ὡ3 #earth,AJK Bhimber Mirpur,AJ ##K Mir ##pur B ##him ##ber,0.0,AJK Bhimber Mirpur
