,text,location,raw_prediction,prediction,cleaned_text,WER
1510,"A Zimbabwean man refused to be rescued by police without his bicycle, wheelbarrow, and generator after Cyclone Idai floods in the Manicaland province  #CycloneIdai #Zimbabwe #Manicaland #Chimanimani",Chimanimani Manicaland Zimbabwe,Man ##ical ##and Zimbabwe Man ##ical ##and Chi ##mani,Chimanimani Manicaland Zimbabwean,A Zimbabwean man refused to be rescued by police without his bicycle wheelbarrow and generator after Cyclone Idai floods in the Manicaland province CycloneIdai Zimbabwe Manicaland Chimanimani,0.3333333333333333
1511,"#CycloneIdai: THE rescue mission reached some parts of Chimanimani where some of the marooned people were rescued, while 1 000 refugees from Tongogara Refugee Camp in Chipinge South were evacuated to a farm in Middle Sabi. READ MORE:",Chimanimani Chipinge,Chi ##mani ##mani Tong ##oga Chip ##inge Middle,Chimanimani Chipinge Middle Tongogara,CycloneIdai THE rescue mission reached some parts of Chimanimani where some of the marooned people were rescued while 1 000 refugees from Tongogara Refugee Camp in Chipinge South were evacuated to a farm in Middle Sabi READ MORE,1.0
1512,90% OF BEIRA DESTROYED BY CYCLONE: In Mozambique close to 1000 people are feared dead in what could be Southern Africas deadliest cyclone to date. Rescuers are still searching for survivors. The Mozambiquen President @FilipeNyusi said more help is on the way.,Mozambique Mozambiquen Southern Africas,Mozambique Southern Africa ##s Mozambique,Mozambique Mozambiquen Southern,90% OF BEIRA DESTROYED BY CYCLONE In Mozambique close to 1000 people are feared dead in what could be Southern Africas deadliest cyclone to date Rescuers are still searching for survivors The Mozambiquen President said more help is on the way,0.25
1513,"Oxfam’s Southern Africa Regional Director, @nnyangwa , said: We regret the loss of life, and the first few days were difficult days as official agencies focused on saving lives and trying to assess the impact of the floods in Mozambique, Malawi and Zimbabwe.",Malawi Mozambique Southern Africa Zimbabwe,Southern Africa Mozambique Malawi Zimbabwe,Mozambique Malawi Southern Africa Zimbabwe,Oxfam Southern Africa Regional Director  said We regret the loss of life and the first few days were difficult days as official agencies focused on saving lives and trying to assess the impact of the floods in Mozambique Malawi and Zimbabwe,0.4
1514,#CycloneIdai Two patients in critical condition flown from Ngangu clinic arrive at Skyline junction reception centre @ManicaPostZim @MSF_Zimbabwe,Ngangu,Ng ##ang ##u,Ngangu junction,CycloneIdai Two patients in critical condition flown from Ngangu clinic arrive at Skyline junction reception centre,1.0
1515,"#BREAKING The #Tanzanian Government has provided over 214 tons of food and 24 tons of medical supplies to #Zimbabwe, #Mozambique and #Malawi in response to the #CycloneIdai humanitarian crisis. On behalf of Zimbabweans, we thank you Dr John Magufuli. @MagufuliJP @InfoMinZW",Malawi Mozambique Zimbabwe,Tanzania Zimbabwe Mozambique Malawi,Malawi Tanzanian Zimbabwe Mozambique,BREAKING The Tanzanian Government has provided over 214 tons of food and 24 tons of medical supplies to Zimbabwe Mozambique and Malawi in response to the CycloneIdai humanitarian crisis On behalf of Zimbabweans we thank you Dr John Magufuli,0.6666666666666666
1516,Chipinge civil protection unit handing out donations at Headman Chivhunzes homestead in ward 8 #CycloneIdai #Zimbabwe #Chipinge #CycloneIdaiZW #Chivhunze,Chipinge Zimbabwe,Chip ##inge Zimbabwe Chip ##inge,Chipinge,Chipinge civil protection unit handing out donations at Headman Chivhunzes homestead in ward 8 CycloneIdai Zimbabwe Chipinge CycloneIdaiZW Chivhunze,0.5
1517,"RT @povozim: Cyclone Idai donations at the Presbyterian Church in Highlands, Harare - 19 March 2019 #Zimbabwe #CycloneIdai",Highlands Zimbabwe,Highlands Hara ##re Zimbabwe,Highlands Presbyterian Zimbabwe,RT Cyclone Idai donations at the Presbyterian Church in Highlands Harare   19 March 2019 Zimbabwe CycloneIdai,0.5
1518,Nhamatanda-Beira road: Detours to guarantee assistance to displaced people to be opened  #Mozambique #Idai #CycloneIdai #CicloneIdai,Mozambique Nhamatanda,N ##ham ##nda Be ##ira Mozambique,Mozambique Nhamatanda Beira,Nhamatanda Beira road Detours to guarantee assistance to displaced people to be opened Mozambique Idai CycloneIdai CicloneIdai,0.5
1519,"#Mozambique #IDAI People need food, they need water, reports Hubert Neuwirth from @ADCinMozambique @radiofm4 #MozambiqueFloods2019 @chrisccummins",Mozambique,Mozambique,MozambiqueFloods2019,Mozambique IDAI People need food they need water reports Hubert Neuwirth from MozambiqueFloods2019,1.0
1520,"Govt of Tanzania announce that they have sent aid supplies including medicine, rice and Maize to Zimbabwe, Malawi and Mozambique following #cycloneidai.",Malawi Mozambique Tanzania Zimbabwe,Tanzania Zimbabwe Malawi Mozambique,Mozambique Tanzania Zimbabwe Malawi,Govt of Tanzania announce that they have sent aid supplies including medicine rice and Maize to Zimbabwe Malawi and Mozambique following cycloneidai,0.5
1521,#CycloneIdai response currently underway in Malawi. Response plans will extend to all affected Southern Africa countries. @Oxfam @UNZimbabwe @cgtnafrica @OxfamMalawi #TogetherWeCan,Africa Malawi,Malawi Southern Africa,Malawi Southern Africa,CycloneIdai response currently underway in Malawi Response plans will extend to all affected Southern Africa countries TogetherWeCan,1.5
1522,"Volunteers are needed to help with preparing relief packages today at Highlands Presbyterian Church, please lend a helping hand! #DisasterRelief #ReliefEfforts #Volunteers #Donations #Zimbabwe #CycloneIdai #MiracleMissions #OneHope #HarareHelps #EatOutMovement #TogetherWeCan",Zimbabwe,Highlands Presbyterian Church Zimbabwe,Church Highlands Presbyterian Zimbabwe,Volunteers are needed to help with preparing relief packages today at Highlands Presbyterian Church please lend a helping hand DisasterRelief ReliefEfforts Volunteers Donations Zimbabwe CycloneIdai MiracleMissions OneHope HarareHelps EatOutMovement TogetherWeCan,3.0
1523,"Over the course of the last 10 days, areas of Zimbabwe, Mozambique and Malawi have been devastated by cyclone idai with hundreds of families having been displaced, trapped in areas with difficult terrain to",Malawi Mozambique Zimbabwe,Zimbabwe Mozambique Malawi,Malawi Zimbabwe Mozambique,Over the course of the last 10 days areas of Zimbabwe Mozambique and Malawi have been devastated by cyclone idai with hundreds of families having been displaced trapped in areas with difficult terrain to,0.6666666666666666
1524,".@PennyMordaunt gets the latest update on the UK’s emergency response to #CycloneIdai in Mozambique, Malawi and Zimbabwe from DFIDs humanitarian team in London. #UKaid is already providing funding and shelter kits, and stands ready to scale up support if needed.",London Malawi Mozambique Zimbabwe,UK Mozambique Malawi Zimbabwe London,London Mozambique Malawi UK Zimbabwe,gets the latest update on the UK emergency response to CycloneIdai in Mozambique Malawi and Zimbabwe from DFIDs humanitarian team in London UKaid is already providing funding and shelter kits and stands ready to scale up support if needed,0.5
1525,Donation from the Zimbabwe Consolidated Diamond Company to Cyclone Idai relief efforts *Mealie meal *Sugar beans *Tea leaves *Matemba *40 plastic buckets *Matches and candles #CycloneIdai #Zimbabwe,Zimbabwe,Zimbabwe Mat ##em,*Matemba Zimbabwe,Donation from the Zimbabwe Consolidated Diamond Company to Cyclone Idai relief efforts *Mealie meal *Sugar beans *Tea leaves *Matemba *40 plastic buckets *Matches and candles CycloneIdai Zimbabwe,1.0
1526,"We are all affected by Cyclone Idai. They are us, we are them. @ZimCricketv Lady Chevrons this afternoon showed up at the Highlands Presbyterian Church to help out with packing provisions going to our family in Chimanimani/Mutare. #CycloneIdai #LadyChevrons #Zimbabwe",Chimanimani Mutare Zimbabwe,Presbyterian Chi ##mani ##mani Mu ##tar ##e,Chimanimani Mutare Presbyterian,We are all affected by Cyclone Idai They are us we are them Lady Chevrons this afternoon showed up at the Highlands Presbyterian Church to help out with packing provisions going to our family in Chimanimani Mutare CycloneIdai LadyChevrons Zimbabwe,0.3333333333333333
1527,"RT @TheEconomist: Tropical Cyclone Idai may have killed more than 1,000 in Mozambique",Mozambique,, ,,1.0
1528,"#CYCLONEIDAI EFFECTS Besides the loss of lives, injury, loss of livelihoods, destruction of property & infrastructure #Cycloneidai has far reaching consequences & damage which will take a long time to repair, restore & revive. THIS AFFECTS FUEL & OTHER IMPORTS through BEIRA",BEIRA,B ##EI,CYCLONEIDAI,CYCLONEIDAI EFFECTS Besides the loss of lives injury loss of livelihoods destruction of property & infrastructure Cycloneidai has far reaching consequences & damage which will take a long time to repair restore & revive THIS AFFECTS FUEL & OTHER IMPORTS through BEIRA,1.0
1529,"We remain committed to supporting people impacted by Cyclone Idai which has caused devastating loss in Mozambique, Malawi & Zimbabwe. Our thoughts are with the millions affected.",Malawi Mozambique Zimbabwe,Mozambique Malawi Zimbabwe,Mozambique Malawi Zimbabwe,We remain committed to supporting people impacted by Cyclone Idai which has caused devastating loss in Mozambique Malawi & Zimbabwe Our thoughts are with the millions affected,0.6666666666666666
1530,"Cyclone Idai slams Mozambique,death toll exceeds 1000 and still rising, over 80,000 people are displaced. Over 1,583 km of roads damaged, 11 bridges destroyed #PrayForMozambique ἟2἟F #PrayForMozambique #Mozambique",Mozambique,Mozambique,PrayForMozambique,Cyclone Idai slams Mozambiquedeath toll exceeds 1000 and still rising over 80000 people are displaced Over 1583 km of roads damaged 11 bridges destroyed PrayForMozambique ἟2἟F PrayForMozambique Mozambique,1.0
1531,"@shumbamutasa @nelsonchamisa @drnmanyika Report from Beira 1/ On the 14th March the Central regional of Mozambique and most particularly the city of Beira were heavily affected by Cyclone IDAI. There has been extensive wind and water damage to the city and surrounding area with loss of lives, property",Beira Mozambique,Be ##ira Mozambique Be ##ira,Beira,Report from Beira 1  On the 14th March the Central regional of Mozambique and most particularly the city of Beira were heavily affected by Cyclone IDAI There has been extensive wind and water damage to the city and surrounding area with loss of lives property,0.5
1532,"#Mozambique at #Buzi bridge /River at #Espungabera area on Saturday 16/3 river flooded after heavy rain in Zimbabwe-Mozambique sides due to #CycloneIdai - on way to Beira water has taken away lives, displaced thousands and wrecked havoc",Espungabera Mozambique Zimbabwe,Mozambique E ##sp ##ung ##abe ##ra Zimbabwe Mozambique Be ##ira,Beira Espungabera Mozambique,Mozambique at Buzi bridge  River at Espungabera area on Saturday 16 3 river flooded after heavy rain in Zimbabwe Mozambique sides due to CycloneIdai   on way to Beira water has taken away lives displaced thousands and wrecked havoc,0.6666666666666666
1533,"Mozambique, Malawi, Zimbabwe, #CycloneIdai has created inland oceans running for mile after mile, with water above tree-level says @WFP on the ground @UNOCHA @WHO. Emergency bigger by the hour.",Malawi Mozambique Zimbabwe,Mozambique Malawi Zimbabwe,Mozambique Malawi Zimbabwe,Mozambique Malawi Zimbabwe CycloneIdai has created inland oceans running for mile after mile with water above tree level says on the ground Emergency bigger by the hour,0.6666666666666666
1534,You can find the last information about #CycloneIdai humanitarian impact and response on our webpage:  Check it out to know more about the situation in #Mozambique #Malawi and #Zimbabwe The webpage also includes a link for donations. Please share.,Malawi Mozambique Zimbabwe,Mozambique Malawi Zimbabwe,Mozambique Malawi Zimbabwe,You can find the last information about CycloneIdai humanitarian impact and response on our webpage Check it out to know more about the situation in Mozambique Malawi and Zimbabwe The webpage also includes a link for donations Please share,0.6666666666666666
1535,#Rescue and #relief to #CycloneIdai affected populations in #Mozambique. The first helicopter Ὠ1 rescued people from #Buzi bringing them to #Beira airport yesterday. They received high energy biscuits on arrival.,Mozambique,Mozambique Be ##ira,Beira Mozambique,Rescue and relief to CycloneIdai affected populations in Mozambique The first helicopter Ὠ1 rescued people from Buzi bringing them to Beira airport yesterday They received high energy biscuits on arrival,1.0
1536,Cyclone Idai donations at the Redcross Manicaland provincial office waiting for dispatch to affected areas #Zimbabwe #CycloneIdai #Manicaland,Manicaland Zimbabwe,Man ##ical ##and Zimbabwe Man ##ical,Manicaland,Cyclone Idai donations at the Redcross Manicaland provincial office waiting for dispatch to affected areas Zimbabwe CycloneIdai Manicaland,0.5
