words,labels
This used to be our home we now stay at a local school Terrance Ngangu Chimanimani The devastation caused by CycloneIdai will continue to affect children for months to come Donate to support our work on the ground ὄ9 7 WFP 2019 Tatenda Macheka,O O O O O O O O O O O O O O U-CITY U-CITY O O O O O O O O O O O O O O O O O O O O O O O O O O O O
DISASTER RELIEF CycloneIdai has left parts of Southern Africa in complete devastation Flash floods have taken the lives of both humans animals HSI is on the ground in Malawi distributing lifesaving veterinary supplies food Donate to HELP,O O O O O O O U-COUNTRY U-COUNTRY O O O O O O O O O O O O O O O O O O O U-COUNTRY O O O O O O O O
Mozambique Cyclone Idai Floods Flash Update No 15 01 April 2019 via reliefweb,U-COUNTRY O O O O O O O O O O O O
This is Kopa settlement in Chimanimani A hundred houses used to be here but alas they were all wiped away by the cyclone This is the sad story of the trail of destruction left behind,O O O O O U-CITY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Almost 5 000 children in Mozambique were separated from their parents by Cyclone Idai says the UN No one knows exactly how many people are missing yet Thousands of people are still in camps waiting for floodwaters to recede and communication to be restored,O O O O O U-COUNTRY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Please help us save lives and give what you can Oxfam UNZimbabwe WorldVisionZim MSF_Zimbabwe CycloneIdai LivesCanBeSaved,O O O O O O O O O O O O O O O O
JUST ANNOUNCED USAID is providing 33 million in additional humanitarian aid for people in Mozambique Zimbabwe affected by CycloneIdai Our DART will work with WFP to provide 17 000 metric tons of emergency food assistance to families in need,O O O O O O O O O O O O O O U-COUNTRY U-COUNTRY O O O O O O O O O O O O O O O O O O O O O O O
CycloneIdai has affected 1 million children in Mozambique UNOCHA reports 3 200 schools destroyed with 91K students affected incl those whose schools are now used as accommodation sites yasminesherif1 v educannotwait EducationCannotWait,O O O O O O O U-COUNTRY O O O O O O O O O O O O O O O O O O O O O O O O
WinnerWednesday ὤF to eu_echo 1 million WFP led logcluster is reaching CycloneIdai isolated communities with food airlifts WFP_UNHAS freighter is also moving medical supplies for cholera waterborne diseases prevention treatment in remote areas SavingLives,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
RT CdeMalvin usembassyharare USAIDFFP WFP_Zimbabwe The best donation you can ever make to victims of cycloneidai is repealing of ZIDE,O O O O O O O O O O O O O O O O O O O O
CycloneIdai wfp_mozambique food distribution in Nhampoca last Sunday This Ὠ1 delivering food 3 metric tons once at a time SavingLivesChanginglives,O O O O O U-CITY O O O O O O O O O O O O O O
Good news Last weekend a WFP_UNHAS C 295 aircraft landed for the first time in Espungabera Mozambique Capable of landing on a short and unpaved airstrip it delivered 5 200 kg of vital food to this isolated community stranded by the flooding caused by CycloneIdai,O O O O O O O O O O O O O O O U-CITY U-COUNTRY O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Gvnt confirms 3 8 magnitude earthquake struck Manicaland shortly before CycloneIdai ravaged Zimbabwe,O O O O O O O U-CITY O O O O U-COUNTRY
CanEmbZimbabwe is pleased that we could support women and girls affected by cycloneidai with this donation of sanitary products,O O O O O O O O O O O O O O O O O O O
The Start Over Again project a partnership between ADPP and World Jewish Relief has donated several goods including shovels hoes pans cups among others for those affected in the province of Sofala to restart their lives CycloneIdai StartOverAgain,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-CITY O O O O O O
Last Thursday police officer Constable Edward Dhumukwa 32 stationed at the Silver Stream command centre was arrested and appeared in court for alleged looting of donations valued at tens of thousands of United States dollars earmarked for cycloneIdai victims in Chipinge,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-COUNTRY U-COUNTRY O O O O O O U-CITY
RT IFRCAfrica Here s how we re providing clean water to thousands of people every day in Mozambique affected by CycloneIdai,O O O O O O O O O O O O O O O O O U-COUNTRY O O O
Happening now At least 500 families from Matadouro neighbourhood in Beira are receiving food shelter kits and hygiene products These families were previously sheltering in transit centres but will now be ready to return to their homes CycloneIdai Mozambique,O O O O O O O U-NEIGHBORHOOD O O U-CITY O O O O O O O O O O O O O O O O O O O O O O O O O O O U-COUNTRY
A safespace is more than just a shelter where women girls are protected from gender based violence It s a place where they regain hope trust dignity learn to smile again in the aftershock of Cycloneidai Donate today make this happen,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
WATCH The Mozambique cyclone left hundreds of dead Bone by bone one forensics expert has tried to recover them,O O U-COUNTRY O O O O O O O O O O O O O O O O
We are providing an additional 12 million in humanitarian support in Mozambique Zimbabwe and Malawi to assist people in need following CycloneIdai and the subsequent floods solidarity,O O O O O O O O O O O U-COUNTRY U-COUNTRY O U-COUNTRY O O O O O O O O O O O O
Food supplies blankets plates and many other non food items on the way to Kopa township in Chimanimani for distribution to children and their families affected by CycloneIdai in Zimbabwe,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-COUNTRY
PostCabinetPressBriefing Minister of Local Government National Housing and Public Works Hon July Moyo speaks on the identification of bodies by the South African sniffer dogs and other modalities to do with recovery of the bodies of the deceased in the aftermath of CycloneIdai,O O O O O O O O O O O O O O O O O O O O O U-COUNTRY U-COUNTRY O O O O O O O O O O O O O O O O O O O O
Our aid arriving in Malawi 6 trucks 73 cubic metres 255 palletsit took 6 hours just to load up the trucks CycloneIdai Aid wfp_malawi logcluster,O O O O U-COUNTRY O O O O O O O O O O O O O O O O O O O O
As part of the appeal Gvt is urging businesses to adopt schools in Manicaland and Masvingo Provinces that were destroyed by CycloneIdai,O O O O O O O O O O O O O U-COUNTRY O U-COUNTY O O O O O O
Indian Navy says INS Magar an amphibious warfare vessel has sailed for Port Beira in Mozambique from Mumbai with relief material for the cyclone hit country,O O O O O O O O O O O O O O O U-COUNTRY O U-COUNTRY O O O O O O O O
Thousands of children and their families affected by CycloneIdai are in need of urgent humanitarian assistance UNICEF is on the ground delivering essential supplies Support our work on the ground ὄ9ἿD DFID_UK UKinZimbabwe eu_echo euinzim,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
RT allafrica Mozambique Govt Commission to Accompany Food Aid Mozambique CycloneIdai,O O U-COUNTRY O O O O O O U-COUNTRY O
CastleLagerPSL finally join the sporting community and world in donating to cycloneidai affected areas thumbs up for adopting Chimanimani High School,O O O O O O O O O O O O O O O O O O U-HUMAN-MADE U-HUMAN-MADE U-HUMAN-MADE
Vice President Constantino Chiwenga commends the military Gvt Departments citizens corporate world and development partners who have been on the front lines and have been leading in the rescue recovery repair and rehabilitation efforts in CycloneIdai hit areas,O O O U-CITY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Zimbabwe 2million Mozambique 36 million donations from USA for Cyclone ldai lm wondering if this is SANCTIONS at hand,U-COUNTRY O U-COUNTRY O O O O U-COUNTRY O O O O O O O O O O O
Hello TL I made song dedicated to the victims of CycloneIdai titled SCARS and it is available for purchase via ZimMusicStore for 1 every purchase goes towards those affected by the disaster If youd like buy the song you can do so via this link,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
CycloneIDAI has taken everything I owned my house everything inside it and my farm Now we are living in a refugee camp and we need lot of things We dont have a home clothes or food Linda Luis victim of Cyclone IDAI Nhamatanda District,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-OTHER U-OTHER
Our pilots in Zimbabwe are working overtime doing medical evacuations due to a malaria outbreak in Chimanimani one of the ravaged areas by CycloneIdai Most of the affected are children pregnant women Let our giving pool not run dry Donate today,O O O U-COUNTRY O O O O O O O O O O O O U-CITY O O O O O O O O O O O O O O O O O O O O O O O O
We visited a camp in Bangula Malawi today Thousands of displaced residents are there after severe flooding in the region last month They have nowhere to go Donations from SA were handed over to the Malawian government and will be distributed soon CycloneIdai,O O O O O U-CITY U-COUNTRY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
You donation can still have twice the impact The match ends this Sunday so you still have time to help us reach children and families impacted by CycloneIdai,O O O O O O O O O O O O O O O O O O O O O O O O O O O O
I just saw Cyclone Idai s death toll stands at 847 thousands need food water and shelter Click to see also,O O O O O O O O O O O O O O O O O O O O O
Govt has made a CycloneIdai International Humanitarian Assistance Appeal totalling US 612 6 million in the following sectors Food Security Nutrition WASH Emergency shelter Health Education Protection Logistics emergency comms Environment forestry wildlife restoration,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Thanks to eu_echo support the Logistics Cluster Team and WFP_UNHAS are reaching remote locations in Mozambique delivering life saving items to the most affected people after CycloneIdai on behalf of the humanitarian community RespondingTogether,O O O O O O O O O O O O O O O U-COUNTRY O O O O O O O O O O O O O O O O O O
UNICEF is supporting with community engagement activities in accommodation camps in Sofala province focusing on life saving and cholera prevention messages cycloneidai,O O O O O O O O O O O U-STATE O O O O O O O O O O
The Sherps are here WFP amphibian vehicles made it to Buzi district with much awaited bags of rice for the people in need in the aftermath of CycloneIdai in central Mozambique We do not strain or haggle means in our quest Savinglives,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O U-COUNTRY O O O O O O O O O O O
MultiChoice Chris Charamba Content Creation Manager of Hallelujah Mag highlighted the devastation in areas such as Chimanimani Thousands of families have been displaced they ve lost their loved ones possessions and the basic items that make life humane DonateSaveALifeZW CycloneIdai,O O O O O O O O O O O O O O O O U-CITY O O O O O O O O O O O O O O O O O O O O O O O
MultiChoice This call is another opportunity for us to stretch our hands a little further as a nation added Charamba mcafrikazim Sympathisers can donate sanitary wear bottled water baby clothes children s toys ladies undergarments and toiletries DonateSaveALifeZW CycloneIdai,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Foodsecurity is under threat from CycloneIdai but there are ways to help farmers bounce back Via Telegraph IFPRIMalawi IFPRI idaicyclone,O O O O O O O O O O O O O O O O O O O O
CycloneIdai wiped out many human lives There are children from Chimanimani Chipinge who were in boarding school They closed yesterday they went back 2 nobody surviving majority perished or th most important people in their lives no more Who is handling these cases,O O O O O O O O O O U-CITY U-CITY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
