tweet_id,text,location_mentions,text_transformed
ID_1176702576999510016,"20,000 Missing, 5000 Killed by Pakistan army in Balochistan. No Accountability. JUSTICE FOR BALOCHISTAN!",Pakistan=>COUNTRY * Balochistan=>STATE * BALOCHISTAN=>STATE,20000 missing 5000 kill by pakistan army in balochistan no accountability justice for balochistan !
ID_1176464858616881154,Jehlum Road Conditions 59 people injured 3 died earthquake,Jehlum=>CITY,jehlum road condition 59 person injure 3 die earthquake
ID_1176479679697620993,"What to do after an earthquake Expect aftershocks after the main quake. Aftershocks can cause building damage and falling debris that could injure you, so be aware. Drive carefully and plan alternative routes. Be careful of traffic light outages.",,what to do after a earthquake expect aftershock after the main quake aftershock can cause building damage and fall debris that could injure you so be aware drive carefully and plan alternative route be careful of traffic light outage
ID_1176514729755516928,BREAKING: 8 people have died and over 100 injured in a 5.8-magnitude earthquake in northern Pakistan. Please support the Government of Pakistan () for rescue and relief efforts in this hour of crisis,Pakistan=>COUNTRY * Pakistan=>COUNTRY,breaking 8 person have die and over 100 injure in a 5.8 magnitude earthquake in northern pakistan please support the government of pakistan ( ) for rescue and relief effort in this hour of crisis
ID_1176627263493857282,A devastating earthquake rattled AJK resurrecting the haunting memories of a 2005 monster tremor. 5.6 magnitude earthquake also jolted several cities of Pakistan at least 30 people dead & 350 injured. My thoughts & prayers are with those affected by the ..,Pakistan=>COUNTRY,a devastating earthquake rattle ajk resurrect the haunting memory of a 2005 monster tremor 5.6 magnitude earthquake also jolt several city of pakistan at least 30 person dead & 350 injure my thought & prayer be with that affect by the ..
ID_1176465801810993152,RT : earthquake Emergency declared in AJK Mirpur.,AJK=>CITY * Mirpur=>CITY,rt earthquake emergency declare in ajk mirpur
ID_1176464736860418048,"Updates: Over 100 injured, sad reports coming from Kashmir, motors & roads damages, two mosques also affected. Pakistan Earthquake",Kashmir=>CITY * Pakistan=>COUNTRY,update over 100 injure sad report come from kashmir motor & road damage two mosque also affect pakistan earthquake
ID_1176511522979405824,"RT : As per chairman  10 pepople are dead , 100 badly injured earthquake",,rt as per chairman 10 pepople be dead 100 badly injure earthquake
ID_1176504643913998337,"> Earthquake Emergency Warning M 4.6 - 224km ESE of Boddam, United Kingdom USGS Magnitude 4.5+ Earthquakes, Past Hour   Earthquake  MKNJBH",United Kingdom=>COUNTRY,> earthquake emergency warning m 4.6 224 kilometer ese of boddam united kingdom usgs magnitude 4.5 + earthquake past hour earthquake mknjbh
ID_1176479005333176321,COAS directs immediate rescue operation in aid of civil administration for victims of earthquake in AJK. Army troops with aviation and  teams dispatched. APPNews earthquake Kashmir Mirpur,AJK=>STATE * Kashmir=>STATE * Mirpur=>CITY,coas direct immediate rescue operation in aid of civil administration for victim of earthquake in ajk army troops with aviation and team dispatch appnews earthquake kashmir mirpur
ID_1176598685372899328,Shadab will donate Sri Lanka match fee to earthquake affectees. pakistan,Sri Lanka=>COUNTRY * pakistan=>COUNTRY,shadab will donate sri lanka match fee to earthquake affectee lakistan
ID_1176486012383612929,The people of occupied Kashmir are already facing a lot of challenges and no body knows whether they are affected by the earthquake or not due to communication blackout.,Kashmir=>STATE,the person of occupy kashmir be already face a lot of challenge and no body know whether they be affect by the earthquake or not due to communication blackout
ID_1176567987618406405,"Roads , buildings heavely damaged in mirpur , bhimber ajk  Earthquake intensity 8.5 nd centre was jatlan ,Mirpur Azad Kashmir Allah sab ki hifazat fermaye Ameen earthquake",jatlan=>CITY * Mirpur=>CITY * Azad Kashmir=>STATE,road building heavely damage in mirpur bhimber ajk earthquake intensity 8.5 nd centre be jatlan mirpur azad kashmir allah sab ki hifazat fermaye ameen earthquake
ID_1176475947081641984,"BREAKING One dead, several injured in 5.8 magnitude earthquake near Jhelum, Reuters quotes government official",Jhelum=>CITY,breaking one dead several injure in 5.8 magnitude earthquake near jhelum reuters quote government official
ID_1177098668375195648,"Earthquake: Death toll exceeds 35, at least 600 injured Pakistan Earthquake",Pakistan=>COUNTRY,earthquake death toll exceed 35 at least 600 injure pakistan earthquake
ID_1176877436367233025,Minister for Interior Ijaz Ahmed Shah took briefing on relief & rescue operation after earthquake APPNews  Mirpur AJK jatlan,Mirpur=>CITY * AJK=>CITY * jatlan=>CITY,minister for interior ijaz ahmed shah take briefing on relief & rescue operation after earthquake appnews mirpur ajk jatlan
ID_1176482124662099968,"Its getting dark, and people might be stranded in areas affected by the earthquake. I urge authorities to play their due part and start the rescue activities asap",,its get dark and person might be strand in area affect by the earthquake i urge authority to play their due part and start the rescue activity asap
ID_1176494145071976448,"After shocks are predicted, People are told to take precautionary steps earthquake",,after shock be predict person be tell to take precautionary step earthquake
ID_1176808210528968704,"Im launching an appeal with the Human Relief Foundation . with people already working on the ground for the earthquake affectees. If you wish to help, Ill be putting up a link shortly. Thank you FB",,i be launch a appeal with the human relief foundation with person already work on the ground for the earthquake affectee if you wish to help i will be put up a link shortly thank you fb
ID_1176521328322416643,Two Dacoits Killed During Robbery Bid in Karachi -  Pakistan,Karachi=>CITY * Pakistan=>COUNTRY,two dacoit kill during robbery bid in karachi pakistan
ID_1176472105782849537,"EARTHQUAKE (6.1 magnitude) JUST IN: location: mirpur Azad kashmir Source: media personals 4 dead, more than 100 injured. Hospital, houses, roads collapsed.   earthquake kashmir mirpur naturaldisaster rescue effort azadkashmir prayers",Azad kashmir=>STATE * kashmir=>STATE * mirpur=>CITY,earthquake ( 6.1 magnitude ) just in location mirpur azad kashmir source media personal 4 dead more than 100 injure hospital house road collapse earthquake kashmir mirpur naturaldisaster rescue effort azadkashmir prayer
ID_1176497827708592129,"pakistanearthquake TV channels showed the footage of heavily damaged roads in Mirpur, with many vehicles overturned. earthquake pakistan mirpur",Mirpur=>CITY * pakistan=>COUNTRY,pakistanearthquake tv channel show the footage of heavily damage road in mirpur with many vehicle overturn earthquake lakistan mirpur
ID_1176637441274449922,Focusing on rescue activities in quake-hit areas: NDMA Chairman. pakistan,pakistan=>COUNTRY,focus on rescue activity in quake hit area ndma chairman lakistan
ID_1176473460220059651,Roads are badly affected Distant areas say b Atchi news nhen aa rhe. Acc to sources More than 100 people are injured and 2 dead in  Mirpur earthquake 27  rescue teams have reached there .. Ya Allah Sb ki khair ho,@mzsqadri Roads=>ROAD * AzadKashmir=>CITY * Mirpur=>CITY,road be badly affect distant area say benefit atchi news nhen a rhe acc to source more than 100 person be injure and 2 dead in mirpur earthquake 27 rescue team have reach there .. you allah sb ki khair ho
ID_1176870546665086976,"Download to watch LIVE:  NDMA, Pak Army playing vital role in quake rescue, relief efforts: SAPM Awan Pak Live NEWS Channel ARYNewsLiveHD Pakistan  OZOOTV Android",Pakistan=>COUNTRY,download to watch live ndma pak army play vital role in quake rescue relief effort sapm awan pak live news channel arynewslivehd pakistan ozootv android
ID_1176510899487686657,Several people died and many more injured in earthquake but firdousashiqawan is cracking jokes . Shameful and disgusting!,,several person die and many more injure in earthquake but firdousashiqawan be crack joke shameful and disgusting !
ID_1176496499347341313,Earthquake damages in Jatlan AJK  WhatsApp Videos of earthquake damages in your area: 1WhatsApp: 0300-9115919 250 Pakistan earthquake Jatlan Kashmir AJK,Jatlan=>CITY * AJK=>STATE * Pakistan=>COUNTRY * Jatlan=>CITY * Kashmir=>CITY * AJK=>CITY,earthquake damage in jatlan ajk whatsapp video of earthquake damage in your area 1 whatsapp 0300-9115919 250 pakistan earthquake jatlan kashmir ajk
ID_1176473037488754688,"Due to Earthquake, reports of damages from Mirpur building collapsed 50 people injured. Rescue teams are rushing roads damaged by earthquake. It must have been felt in IOK as well where mobile phones and internet is shut for the last 51 days Ya ALLAH Reham Farma! Kashmir",Kashmir=>CITY,due to earthquake report of damage from mirpur building collapse 50 person injure rescue team be rush road damage by earthquake it must have be feel in iok as well where mobile phone and internet be shut for the last 51 day you allah reham farma ! kashmir
ID_1176553896677924865,"RT : Aftershocks of earthquake expected in the Mirpur Azad Kashmir in the next 24 hours. Please take cares, Stay Safe. http",Mirpur=>CITY * Azad Kashmir=>CITY,rt aftershock of earthquake expect in the mirpur azad kashmir in the next 24 hour please take care stay safe http
ID_1176882000868904967,"There is free breakfast, lunch, and dinner along with free stay for earthquake victims (families) in Kashmir Hotel and restaurant. (Mirpur Azad Kashmir). Mirpur Bhimber jatlan Azadkashmir Pakistan",Kashmir Hotel and restaurant=>HUMAN-MADE POINT-OF-INTEREST * Mirpur=>CITY * Mirpur=>CITY * Bhimber=>CITY * jatlan=>CITY * Azadkashmir=>STATE * Pakistan=>COUNTRY,there be free breakfast lunch and dinner along with free stay for earthquake victim ( family ) in kashmir hotel and restaurant ( mirpur azad kashmir ) mirpur bhimber jatlan azadkashmir pakistan
ID_1176613619683024897,"The entire District experienced the blackout, power outage & any type of radio / digital communication etc. The panic was inevitable.  charitytuesday pakistan earthquake  Kashmir Earthquake2019 SOS Earthquake",pakistan=>COUNTRY * Kashmir=>CITY,the entire district experience the blackout power outage & any type of radio / digital communication etc. the panic be inevitable charitytuesday lakistan earthquake kashmir earthquake2019 sos earthquake
